EmployeeID,Department,Position,Education,Age,Gender,Salary,HireDate
3384, ,Manager,Master,42,M," R$ 5,691.92 ",2013-08-03
3385,Finance,Assistant,High School,22,F," R$ 15,522.94 ",2015-02-10
3386,IT,Manager,Master,52,M," R$ 12,842.47 ",10/12/2020
3387,Logistics,Specialist,Master,39,M," R$ 6,615.36 ",2023-07-25
3388,Finance,Analyst,Bachelor,42,F," R$ 19,129.12 ",2011-07-05
3389,Logistics,Specialist,Master,28, ," R$ 5,951.36 ",18/07/2020
3390,Logistics,Director,PhD,22,M," R$ 5,095.69 ",27/08/2011
3391,Finance,Manager,Master,44,M," R$ 22,403.22 ",11/07/2014
3392,Logistics,Coordinator,Bachelor,48,F," R$ 7,709.21 ",2019-03-20
3393,IT,Analyst,Bachelor,23,M," R$ 11,582.30 ",2016-06-24
3394,Legal,Coordinator,Bachelor,55,F," R$ 20,615.01 ",2012-08-18
3395,IT,Assistant,High School,37,F," R$ 11,938.90 ",2012-08-21
3396,HR,Technician,Technical Diploma,61,M," R$ 10,196.53 ",2013-03-04
3397,Marketing,Technician,Technical Diploma,31,M," R$ 9,825.07 ",2020-12-20
3398,Finance,Manager,Master,41,M," R$ 18,687.78 ",2019-10-19
3399,Finance,Assistant,High School,58,M," R$ 23,652.94 ",2016-05-31
3400,Logistics,Specialist,Master,46,F," R$ 7,738.96 ",08/10/2020
3401,Legal,Manager,Master,25,F," R$ 14,513.02 ",2021-11-08
3402,Legal,Manager,Master,53,F," R$ 43,570.76 ",05/08/2014
3403,IT,Assistant,High School,49,M," R$ 12,740.83 ",2022-10-24
3404,IT,Assistant,High School,61,F," R$ 16,580.53 ",17/09/2022
3405,Marketing,Technician,Technical Diploma,34,," R$ 10,095.14 ",05/04/2016
3406,Legal,Analyst,Bachelor,26,F," R$ 14,552.46 ",2020-08-18
3407,HR,Assistant,High School,38,M," R$ 6,940.31 ",2012-01-03
3408,Finance,Analyst,Bachelor,28,F," R$ 18,305.72 ",2010-11-24
3409,IT,Analyst,Bachelor,31,F," R$ 11,292.89 ",23/01/2015
3410,Finance,Assistant,High School,48,F," R$ 19,607.74 ",2023-03-09
3411,Logistics,Coordinator,Bachelor,56,M," R$ 7,418.68 ",2019-01-28
3412,HR, ,PhD,44, ," R$ 8,352.50 ",2021-07-07
3413,Legal,Analyst,Bachelor,37, ," R$ 15,018.33 ",2010-01-13
3414,Legal,Specialist,Master,48,," R$ 19,245.59 ",2020-05-19
3415,Logistics,Director,PhD,36, ,,2011-03-05
3416,Logistics,Coordinator,Bachelor,27,M," R$ 5,958.94 ",2015-10-10
3417,Logistics,Technician, ,63,M," R$ 9,155.27 ",2010-02-19
3418,IT,Coordinator,Bachelor,60,M," R$ 15,782.20 ",2010-09-01
3419,Marketing,Technician,Technical Diploma,45,F," R$ 10,799.78 ",2017-03-08
3420,HR, ,Bachelor,44,F," R$ 7,903.49 ",20/07/2019
3421,Finance,Technician,,26,F," R$ 15,326.44 ",2011-12-13
3422,IT,Technician,Technical Diploma,28,F," R$ 10,903.47 ",2010-04-11
3423,Logistics,Technician,Technical Diploma,43,F," R$ 7,780.88 ",2013-06-11
3424,Legal,Coordinator,Bachelor,50,F," R$ 20,118.98 ",2010-12-24
3425,Finance,Assistant,High School,52,F," R$ 22,650.08 ",2013-06-20
3426,IT,,Technical Diploma,56,F," R$ 16,739.58 ",2014-10-27
3427,Logistics,Specialist,,55,F," R$ 8,051.25 ",2020-12-15
3428,HR,Director,PhD,40,M," R$ 8,057.86 ",2022-07-03
3429,HR,Director,,55,," R$ 9,750.97 ",2017-07-26
3430,Operations,Specialist,Master,51,M," R$ 9,542.21 ",2016-11-21
3431,HR,Specialist,Master,40,M," R$ 7,709.19 ",04/07/2016
3432,Finance,Coordinator,Bachelor,39,M," R$ 16,469.65 ",18/06/2015
3433, ,Coordinator,Bachelor,22,M," R$ 14,718.95 ",27/10/2021
3434,Logistics,Coordinator,Bachelor,62,F," R$ 9,171.60 ",2012-11-29
3435,Marketing,Specialist,Master,37,M," R$ 9,917.49 ",2014-01-22
3436,Operations,Coordinator,Bachelor,61,F," R$ 11,898.05 ",2017-11-18
3437,IT,,PhD,49,F," R$ 15,149.58 ",2018-10-20
3438,Legal,Specialist,Master,32,M," R$ 15,375.09 ",2014-08-12
3439,HR,Analyst,Bachelor,53,M," R$ 7,675.75 ",29/04/2011
3440,Operations,Director, ,47,M," R$ 10,969.16 ",2018-08-07
3441,Legal,Specialist,Master,31,F," R$ 16,727.10 ",2021-02-09
3442,Finance,Director,PhD,44,M," R$ 17,787.95 ",2023-06-22
3443,IT,Manager, ,60,M," R$ 16,156.03 ",2011-01-03
3444,Legal,Analyst,Bachelor,54,F," R$ 21,189.92 ",2014-09-07
3445,HR,Technician,Technical Diploma,35,F," R$ 6,496.31 ",10/12/2011
3446,Legal,Assistant,High School,30, ," R$ 17,491.13 ",2010-03-26
3447,IT,Assistant,High School,35,F," R$ 14,308.79 ",2012-05-31
3448,IT,Coordinator,Bachelor,57,M," R$ 18,689.72 ",2023-05-16
3449,Finance,Technician,Technical Diploma,62,M," R$ 26,733.97 ",2017-11-22
3450,IT,Assistant,High School,23,F," R$ 10,442.34 ",2019-01-14
3451,Legal,Assistant,High School,32,M," R$ 13,162.12 ",2010-02-08
3452,Logistics,Manager,Master,35,M," R$ 7,103.16 ",2021-07-17
3453,Logistics,Manager,Master,57,F, ,2020-06-26
3454,Marketing,Manager,Master,56,F," R$ 11,878.21 ",2019-09-23
3455,Finance,Coordinator,Bachelor,63,F," R$ 23,199.42 ",17/10/2020
3456,Operations,Analyst,Bachelor,46,M," R$ 7,989.76 ",01/06/2015
3457,Marketing,Director,PhD,54,M," R$ 13,887.24 ",2015-01-21
3458,Finance,Director,PhD,30,F," R$ 17,137.33 ",2012-05-24
3459,Marketing,,PhD,34,F," R$ 9,354.54 ",2014-01-28
3460,Operations,Assistant,High School,64,F,,2023-12-07
3461,Marketing,Analyst,Bachelor,31,M," R$ 9,822.89 ",2016-04-03
3462,HR,,Master,54,F," R$ 9,207.57 ",2021-10-15
3463,,Specialist,Master,30,M, ,2012-08-16
3464,Marketing,Analyst,Bachelor,61,," R$ 13,210.12 ",2022-06-11
3465,Legal,Director,PhD,34,M," R$ 13,807.92 ",2010-07-05
3466,Legal,Coordinator,Bachelor,45,M," R$ 13,980.65 ",23/06/2021
3467,Legal,Technician, ,61,F," R$ 17,887.27 ",2016-04-08
3468,Marketing,Director,PhD,38,M," R$ 10,029.79 ",2014-04-30
3469,Finance,Specialist,Master,54,F," R$ 19,295.37 ",2014-12-06
3470,Finance,Coordinator,Bachelor,44,F," R$ 22,147.79 ",07/10/2015
3471,IT,Manager,Master,48,F," R$ 18,400.53 ",2023-07-03
3472,Operations,Analyst,Bachelor,64,F," R$ 11,623.55 ",2019-06-15
3473,Marketing,Manager,Master,47,," R$ 10,601.50 ",2010-04-25
3474,Legal,Director,PhD,45,M," R$ 18,687.79 ",2010-10-18
3475,Logistics,Analyst,Bachelor,32,M," R$ 6,146.26 ",2015-04-01
3476,IT,Manager,Master,50,M," R$ 15,679.56 ",25/06/2013
3477,HR,Technician,Technical Diploma,26,F," R$ 6,354.72 ",2013-04-24
3478,Marketing,Assistant,High School,45,M," R$ 10,050.30 ",2014-09-13
3479,Legal,Assistant,High School,30,F," R$ 13,369.86 ",2013-09-20
3480,Legal,Analyst,Bachelor,31,M," R$ 14,050.04 ",2018-05-22
3481,HR,Analyst,Bachelor,32,M," R$ 7,582.46 ",2017-02-08
3482,Marketing,Coordinator,Bachelor,52,M," R$ 11,203.30 ",21/02/2021
3483, ,Coordinator,Bachelor,24,," R$ 7,672.02 ",2020-06-06
3484,HR,Assistant,High School,46,M, ,2017-06-22
3485,Legal,Manager,Master,64,M, ,2017-02-09
3486,HR, ,High School,61,F," R$ 9,248.01 ",14/06/2011
3487,Legal,,Technical Diploma,48,M," R$ 17,726.70 ",2022-01-02
3488,HR,Manager,Master,22,F," R$ 5,458.93 ",2011-01-15
3489,Legal,Assistant,High School,37,M," R$ 15,143.34 ",2019-01-02
3490,HR,Manager,Master,56,F," R$ 10,320.53 ",2019-11-25
3491,HR,Director,PhD,36,F," R$ 6,846.35 ",02/12/2020
3492,IT,Technician,Technical Diploma,55,F," R$ 18,767.65 ",2020-06-07
3493,Finance,Coordinator,Bachelor,32,M," R$ 16,561.73 ",2021-04-25
3494,Logistics,Analyst,Bachelor,30,F," R$ 5,624.84 ",04/04/2014
3495,Finance,Specialist,Master,45,F," R$ 19,661.05 ",2021-06-29
3496,Operations,Coordinator,Bachelor,58,M," R$ 11,275.49 ",2021-04-10
3497,,Assistant,High School,56,F," R$ 8,969.46 ",2021-02-18
3498,HR,Specialist,Master,43,F," R$ 7,067.08 ",2010-11-19
3499,Finance,Manager,Master,61,F," R$ 20,732.63 ",2019-07-15
3500,Marketing,Specialist,Master,59,M," R$ 12,308.61 ",2023-11-05
3501,Operations,Specialist,Master,28,F," R$ 6,429.23 ",2021-05-25
3502,Legal,Director,PhD,51, ," R$ 18,345.64 ",2018-06-07
3503,Finance,Analyst,Bachelor,50,F," R$ 15,705.83 ",2016-12-15
3504,IT,Specialist,Master,60,M,,2023-02-23
3505,HR,Coordinator,Bachelor,62,F," R$ 10,317.75 ",2015-06-09
3506,HR,Specialist,Master,30,M," R$ 5,822.78 ",2010-05-30
3507,Legal,Coordinator,Bachelor,22,F," R$ 12,564.76 ",2011-06-22
3508,Operations,Specialist,Master,24,M," R$ 6,614.68 ",01/02/2021
3509,Marketing,Technician,,26,M," R$ 8,128.55 ",2010-03-09
3510,Finance,Analyst,Bachelor,32,F," R$ 15,844.97 ",2021-10-02
3511,Legal,Director,PhD,25,M," R$ 14,180.24 ",2016-09-13
3512,Operations,Specialist,Master,54,M," R$ 12,746.73 ",2015-10-10
3513,Legal,Analyst,Bachelor,54,M," R$ 16,521.48 ",2022-07-10
3514,HR,Technician,Technical Diploma,41,F," R$ 7,651.83 ",2011-12-25
3515,HR,Analyst,Bachelor,58,M," R$ 10,788.38 ",2014-08-03
3516,Finance,Technician,Technical Diploma,41,M," R$ 20,405.57 ",2010-02-21
3517, ,Technician,Technical Diploma,55,F, ,2018-01-31
3518,Operations,Assistant,High School,42,F," R$ 7,673.57 ",2014-09-17
3519,HR,Analyst,Bachelor,28,M," R$ 7,584.04 ",2014-04-08
3520,Logistics,Specialist,Master,37,M," R$ 6,797.72 ",2022-02-25
3521,HR,Analyst, ,53,F," R$ 9,025.81 ",2022-06-11
3522,Legal,Director,PhD,57,F," R$ 19,400.23 ",2014-02-15
3523,Logistics,Analyst,Bachelor,32,F," R$ 5,294.58 ",2018-12-02
3524,Legal,Technician,Technical Diploma,50,F," R$ 21,114.69 ",03/06/2011
3525,HR,Manager,Master,63,M," R$ 8,944.56 ",26/11/2019
3526,Marketing,Assistant,High School,55,F," R$ 13,735.61 ",2016-10-06
3527,IT,Technician,Technical Diploma,31,F," R$ 10,894.22 ",2020-02-14
3528,Legal,Analyst,Bachelor,24,M," R$ 14,017.40 ",2012-03-14
3529,IT,Manager,Master,43,F," R$ 15,038.74 ",2014-06-12
3530,Legal,Director,PhD,53,M," R$ 21,999.93 ",2018-01-19
3531,HR,Specialist,Master,41,F," R$ 16,515.80 ",2022-10-20
3532,Legal,Coordinator,Bachelor,23,M," R$ 12,975.43 ",21/08/2012
3533,Logistics,Assistant,High School,29,F," R$ 6,023.44 ",2018-08-16
3534,Logistics,Coordinator,Bachelor,62, ," R$ 8,621.52 ",2015-03-10
3535,Finance,Technician,Technical Diploma,46,F," R$ 20,213.27 ",2018-03-19
3536,Operations,Manager,Master,32,F," R$ 7,894.91 ",2019-02-17
3537,,Director,PhD,45,F," R$ 13,303.32 ",2023-04-22
3538,HR,Assistant,High School,47,M," R$ 9,337.66 ",2019-08-04
3539,Finance,Director,PhD,56,F,,2014-02-14
3540,Operations,Specialist,Master,61,M," R$ 10,824.98 ",2023-01-18
3541,Operations,Specialist,Master,26,F," R$ 7,771.45 ",2010-03-01
3542,IT,Assistant,High School,36,M," R$ 37,072.67 ",04/06/2015
3543,HR,Specialist,Master,63,F," R$ 9,010.42 ",2017-01-06
3544,Legal,Assistant,High School,35,F," R$ 16,675.67 ",2022-07-25
3545,Marketing,Manager,Master,58,F," R$ 13,254.38 ",2011-10-15
3546,Finance,Analyst,Bachelor,39,M," R$ 22,858.79 ",2021-06-01
3547,HR,Assistant,High School,33,M," R$ 7,590.32 ",2015-04-17
3548,Finance,Manager,Master,24,M," R$ 14,350.71 ",08/04/2016
3549,HR,Specialist,Master,61,F," R$ 10,805.11 ",24/11/2016
3550,IT,Director,PhD,54,M," R$ 16,554.37 ",2018-02-13
3551,HR,Director,PhD,25,F," R$ 6,769.67 ",19/12/2016
3552,HR,Manager,Master,61,F," R$ 11,409.32 ",2016-12-30
3553,Marketing,Manager,Master,47,F," R$ 11,578.51 ",2017-01-24
3554,HR,Manager,Master,42, ," R$ 7,365.60 ",2011-09-11
3555,Legal,Director,PhD,37,M," R$ 16,713.27 ",2013-07-01
3556,Logistics,Specialist,Master,44,F," R$ 7,998.69 ",2023-01-26
3557,Finance,Specialist,Master,45,M," R$ 18,828.74 ",2023-02-08
3558,Legal,Assistant,High School,30,M," R$ 14,996.30 ",25/12/2014
3559,IT,Analyst,Bachelor,40,M," R$ 13,258.69 ",2021-03-30
3560,HR,Assistant,High School,48,F," R$ 7,780.80 ",2011-02-08
3561,HR,Director,PhD,61,M," R$ 8,990.42 ",2022-01-30
3562,Logistics, ,Bachelor,52,F," R$ 8,485.66 ",2017-10-07
3563,Finance,Manager,Master,22,F," R$ 14,497.45 ",2010-12-18
3564,Finance,Assistant,High School,34, ," R$ 17,871.51 ",2020-04-02
3565,Logistics,Analyst,Bachelor,25,F," R$ 5,441.25 ",2023-05-19
3566,HR,Assistant,High School,46,F," R$ 7,037.79 ",2014-07-16
3567,IT,Analyst,Bachelor,31,M," R$ 12,247.46 ",25/11/2017
3568,HR,Director,PhD,44,F," R$ 7,286.83 ",2020-05-08
3569,Finance,Assistant,High School,64,F," R$ 23,311.77 ",2016-10-28
3570,Legal,Specialist,Master,51,F," R$ 20,947.13 ",2011-11-24
3571,Operations,,Bachelor,35,M," R$ 9,176.37 ",2021-06-07
3572,Operations,Assistant,High School,53,F," R$ 9,562.83 ",2016-04-06
3573,Marketing,Manager,Master,51,M," R$ 10,996.07 ",2010-05-30
3574,Operations,Assistant,High School,26,F," R$ 7,859.80 ",2017-08-11
3575,Finance,Manager,Master,36,M," R$ 16,855.09 ",2021-04-24
3576, ,Technician,Technical Diploma,38,F," R$ 7,982.07 ",05/03/2018
3577,Marketing,Manager,Master,54,F," R$ 11,314.70 ",23/04/2017
3578, ,,Bachelor,33,M, ,2014-09-08
3579,HR,Coordinator, ,46,M," R$ 8,508.58 ",2014-12-09
3580,Logistics,Manager,Master,40,F," R$ 7,292.17 ",2016-01-01
3581,Marketing,Analyst,Bachelor,44,F," R$ 10,336.70 ",2018-12-10
3582,Marketing,Manager,Master,60,M," R$ 11,464.21 ",2018-01-19
3583,Logistics,Technician,Technical Diploma,26,M," R$ 5,419.87 ",15/01/2013
3584,Finance,Specialist,Master,61,M," R$ 25,285.77 ",2018-10-27
3585,Legal,Manager,Master,42,F," R$ 14,992.13 ",2018-05-28
3586,HR,Coordinator,Bachelor,57,M," R$ 9,536.28 ",2023-03-01
3587,Finance,Technician,Technical Diploma,35,M," R$ 19,399.23 ",2015-12-18
3588,HR,Director,PhD,27,F," R$ 6,293.33 ",01/05/2015
3589,Finance,Coordinator,Bachelor,40,F," R$ 21,956.92 ",2017-02-08
3590,Operations,Analyst,Bachelor,25,F," R$ 7,620.51 ",27/10/2022
3591,IT,Assistant,High School,45,F," R$ 15,264.74 ",09/05/2023
3592,Finance,Technician,Technical Diploma,47,M," R$ 20,390.36 ",2019-02-19
3593,HR,Technician,Technical Diploma,63,F," R$ 19,117.32 ",2012-09-23
3594,Finance,Director,PhD,40,M,,17/08/2013
3595,Marketing,Coordinator,Bachelor,53,F," R$ 11,694.26 ",2020-07-27
3596,HR,Analyst,Bachelor,63,M," R$ 10,415.58 ",2019-10-07
3597,Operations, ,Bachelor,56,M," R$ 9,642.41 ",2023-11-14
3598,Finance,Technician,Technical Diploma,61,F," R$ 23,692.18 ",2021-04-18
3599,HR,Analyst,Bachelor,63,F," R$ 10,717.94 ",2014-07-25
3600,Finance,Manager,Master,23,F," R$ 12,838.28 ",2018-09-21
3601,Legal,Analyst,Bachelor,54,M," R$ 19,160.00 ",2011-01-29
3602,IT,Manager,Master,31,M," R$ 12,640.08 ",2014-02-09
3603,Marketing,Technician, ,54,F," R$ 11,556.58 ",03/11/2020
3604,Marketing,Manager,Master,44,M," R$ 10,990.64 ",2020-07-01
3605,HR,Specialist,Master,55,F," R$ 10,293.12 ",2022-03-01
3606,Legal,Manager,Master,63,F," R$ 20,766.37 ",2012-02-02
3607,IT,Director,PhD,57,M," R$ 17,796.31 ",2016-09-30
3608,HR,Technician,Technical Diploma,51,M," R$ 8,797.72 ",2021-02-02
3609,Finance,Analyst,Bachelor,60,F," R$ 26,429.11 ",2010-05-19
3610,Logistics,Analyst,Bachelor,26,F," R$ 6,323.58 ",2022-11-19
3611,IT,Technician,Technical Diploma,42,F,,2016-05-16
3612,Operations,Specialist,Master,37,M," R$ 9,146.58 ",2022-10-07
3613,Marketing,Manager,Master,28,M," R$ 9,746.84 ",2013-10-07
3614,HR,Coordinator,Bachelor,30,F," R$ 7,138.31 ",18/03/2017
3615,HR,Assistant,High School,62,M," R$ 9,873.43 ",2020-04-01
3616,Finance,Director,PhD,64,F," R$ 30,162.25 ",08/04/2017
3617,HR,Analyst,Bachelor,45,F," R$ 7,598.87 ",19/06/2014
3618,HR,Technician,Technical Diploma,47,M," R$ 7,984.34 ",2014-10-01
3619,HR,Analyst,Bachelor,53,F," R$ 10,010.70 ",06/07/2013
3620,Legal,Assistant,High School,64,," R$ 22,223.05 ",13/09/2010
3621,Marketing,Specialist,,48,F," R$ 10,456.71 ",2020-02-26
3622,IT,Assistant,High School,62,M," R$ 16,394.98 ",08/07/2015
3623,Logistics,Coordinator,Bachelor,40,F," R$ 6,268.64 ",2017-10-06
3624,Legal,,Bachelor,29,F, ,2018-03-13
3625,Marketing,Manager,Master,58,M," R$ 13,286.35 ",2014-07-05
3626,Logistics,Manager,Master,27,M," R$ 5,792.56 ",2015-09-02
3627,HR,Analyst,Bachelor,40,M," R$ 8,513.31 ",02/01/2010
3628,Finance,Technician,Technical Diploma,64,F," R$ 18,376.40 ",2012-02-25
3629,IT,Analyst,Bachelor,44,F," R$ 14,506.76 ",2020-04-27
3630,Logistics,Manager,Master,23,M," R$ 5,115.16 ",2018-02-06
3631,Finance,Technician,Technical Diploma,24,F," R$ 14,848.54 ",04/05/2019
3632,Operations,Specialist,Master,23,M," R$ 6,985.87 ",2015-02-18
3633,IT,Manager,Master,34,M," R$ 13,726.73 ",2011-07-20
3634,Finance,Manager,Master,53,F," R$ 24,424.74 ",2018-07-15
3635,HR,Director,PhD,64,F," R$ 10,919.94 ",2017-03-02
3636,HR,Manager,Master,46,F," R$ 8,642.45 ",2012-12-06
3637,Marketing,Director,PhD,64,," R$ 15,281.37 ",25/07/2011
3638,HR,Director,PhD,34,F," R$ 7,068.42 ",2016-06-24
3639,Legal,Coordinator,Bachelor,51,M," R$ 19,491.28 ",2015-11-02
3640,Logistics,,Master,40,M," R$ 6,240.16 ",2012-05-13
3641,Marketing,Manager,Master,45,F," R$ 11,431.10 ",2014-08-12
3642,Finance,Analyst,Bachelor,54,F," R$ 25,841.54 ",28/09/2013
3643, ,Director,PhD,34,M," R$ 7,668.51 ",2010-07-01
3644,Legal,Manager,Master,52,M," R$ 22,038.04 ",12/10/2018
3645,Finance,Technician,Technical Diploma,59,M," R$ 26,225.97 ",2011-07-04
3646,Legal,Coordinator,Bachelor,29,M," R$ 13,964.16 ",05/02/2017
3647,Logistics,Director,PhD,51,M," R$ 8,116.38 ",2011-10-15
3648,Marketing,,PhD,40,F," R$ 9,658.01 ",2011-10-10
3649,IT,Coordinator,Bachelor,53,M," R$ 15,243.67 ",03/07/2023
3650,Finance,Specialist,Master,51,F," R$ 21,981.77 ",2019-12-03
3651,Finance,Director,PhD,59,M,,21/06/2010
3652,IT,Technician,Technical Diploma,38,F," R$ 14,378.55 ",2016-09-15
3653,HR,Assistant,High School,55,F," R$ 9,305.06 ",2010-09-17
3654,Logistics,Specialist,Master,37,M," R$ 6,672.37 ",2018-12-24
3655,Legal,Assistant,High School,58,M," R$ 20,877.29 ",26/03/2017
3656,HR,Specialist,Master,27,M," R$ 6,369.58 ",2010-12-28
3657,Marketing,Manager,Master,23,F," R$ 7,234.79 ",17/02/2020
3658,IT,Specialist,Master,26,F," R$ 10,752.53 ",2017-06-21
3659,Marketing,Assistant,High School,63,F," R$ 12,688.88 ",2020-06-05
3660,HR, ,Technical Diploma,40,M," R$ 7,364.98 ",2022-04-04
3661,IT,Technician,Technical Diploma,22,M," R$ 11,157.04 ",02/11/2010
3662,IT,Analyst,Bachelor,59,F," R$ 18,449.31 ",2013-12-28
3663,HR,Director,PhD,46,F,,2022-08-17
3664,Marketing,Director,,37,M," R$ 10,844.28 ",2014-12-16
3665,IT,Coordinator,Bachelor,51,F," R$ 15,231.20 ",2010-05-21
3666,Finance,Coordinator,Bachelor,51,M," R$ 18,577.41 ",2016-04-17
3667,Legal,Assistant,High School,31,M," R$ 13,900.11 ",29/05/2020
3668,HR,Analyst,Bachelor,61,M," R$ 10,650.06 ",2010-06-05
3669,Operations,Technician,Technical Diploma,45,F," R$ 9,010.10 ",2011-02-24
3670,Legal,Director,PhD,42,F," R$ 19,710.26 ",2021-01-21
3671,Finance,Director,PhD,60,F," R$ 23,266.64 ",2017-03-16
3672,Finance,Specialist,Master,36,M," R$ 20,333.39 ",2014-08-13
3673,Logistics,Assistant,High School,26,F," R$ 5,840.63 ",2022-07-03
3674,Legal,Specialist,Master,57,F," R$ 19,828.24 ",2011-08-02
3675,Legal,Director,PhD,63,M," R$ 22,657.21 ",2013-07-31
3676,IT,Coordinator,Bachelor,43,F," R$ 14,038.68 ",2017-04-18
3677,Finance,Assistant,High School,29,M," R$ 17,981.62 ",2013-07-24
3678,HR,Technician,Technical Diploma,52,F," R$ 7,811.13 ",2011-12-02
3679, ,Assistant,High School,22, ," R$ 7,100.34 ",2023-05-30
3680,Operations,Specialist,Master,41,M," R$ 9,905.84 ",2010-03-11
3681,Marketing,Director,PhD,49,F," R$ 11,126.19 ",2013-07-01
3682,Legal,Director,PhD,52,F," R$ 17,051.74 ",2015-09-18
3683, ,Coordinator,Bachelor,45,," R$ 6,354.20 ",2011-08-01
3684,HR,Specialist,Master,28,M," R$ 6,886.97 ",2019-03-25
3685,Legal,Manager,Master,23,F," R$ 15,172.15 ",2020-12-15
3686,Operations,Assistant,High School,30,," R$ 7,892.03 ",2015-11-14
3687, ,Specialist,Master,40,F,,2022-02-20
3688,Legal,Coordinator,Bachelor,62,M," R$ 16,658.31 ",2023-08-02
3689,Operations,Manager,Master,46,F," R$ 10,177.11 ",2017-04-01
3690,IT,Technician,Technical Diploma,44,M," R$ 14,137.29 ",2017-02-15
3691,Finance,Analyst,Bachelor,31,F," R$ 18,701.80 ",11/02/2013
3692,Logistics,Director,PhD,44,M," R$ 7,616.62 ",2020-03-19
3693,IT,Assistant,High School,54,F," R$ 14,632.62 ",2015-06-06
3694,Logistics,Director,PhD,64,M," R$ 8,797.96 ",2023-08-02
3695,IT,Director,PhD,40,M," R$ 16,729.14 ",06/08/2012
3696,Marketing,Manager,Master,55,F," R$ 13,304.52 ",2012-04-09
3697,HR,Analyst,Bachelor,58,M," R$ 9,990.76 ",2018-07-11
3698,HR,Specialist,Master,24,M," R$ 6,017.56 ",2017-01-24
3699,Legal,Assistant,High School,28,M," R$ 14,142.72 ",2022-02-10
3700,HR,Assistant,High School,64,F," R$ 9,957.71 ",2013-01-07
3701,Operations,Coordinator,Bachelor,22,F," R$ 7,312.34 ",2017-02-03
3702,Legal,Analyst,Bachelor,57,M," R$ 23,239.88 ",2021-02-04
3703,Legal,Manager,Master,22,M," R$ 12,474.03 ",23/03/2021
3704,Operations,Technician,Technical Diploma,62,M," R$ 11,768.82 ",2018-11-10
3705,Operations,Technician,Technical Diploma,51,M," R$ 10,961.65 ",2013-07-10
3706,IT,Assistant,,53,F," R$ 15,213.99 ",2023-05-07
3707,Logistics,Coordinator,Bachelor,40,F," R$ 7,099.70 ",2014-12-04
3708,HR,Assistant,High School,31,F," R$ 7,464.35 ",2010-06-26
3709,Logistics,Technician,Technical Diploma,54, ," R$ 8,225.25 ",2019-05-14
3710,Logistics,Manager,Master,25,M," R$ 4,810.44 ",2014-03-02
3711,Operations,Director, ,41,M," R$ 9,864.60 ",2010-04-20
3712,HR,Analyst,Bachelor,36,M," R$ 7,648.22 ",2021-06-11
3713,Logistics,,Technical Diploma,62,F, ,2013-08-17
3714,Legal,Technician,Technical Diploma,51,F," R$ 20,353.67 ",2014-08-20
3715,Logistics,Coordinator, ,28,F," R$ 6,001.03 ",2020-07-04
3716,Finance,Specialist,Master,59,F," R$ 23,754.40 ",10/01/2020
3717,Logistics,Coordinator,Bachelor,62,M," R$ 9,442.42 ",11/05/2013
3718,HR,Assistant,High School,39,F," R$ 8,218.14 ",2015-01-05
3719,HR,Specialist,Master,51,M," R$ 9,204.10 ",2018-06-12
3720,Logistics,Coordinator,Bachelor,29,F," R$ 5,275.21 ",2010-09-23
3721,Operations,Assistant,High School,42,F," R$ 9,179.12 ",2013-06-27
3722,Operations,Analyst,Bachelor,28,M," R$ 8,746.79 ",2021-10-06
3723,Legal,Manager,Master,26,F," R$ 12,785.78 ",2010-03-03
3724,Operations,Technician,Technical Diploma,53,M," R$ 10,027.05 ",2010-12-19
3725,HR,Coordinator,Bachelor,37,M," R$ 7,188.53 ",2018-05-06
3726,IT,Director,PhD,61,F," R$ 15,984.71 ",2017-02-26
3727,Logistics,Coordinator,Bachelor,47,M," R$ 7,630.63 ",20/01/2011
3728,Legal,Analyst,Bachelor,48,M," R$ 19,694.67 ",2023-02-28
3729,Logistics,Specialist,Master,60,M," R$ 8,640.12 ",2013-11-14
3730,Operations,Coordinator,Bachelor,49,F," R$ 10,175.38 ",2014-01-15
3731,Marketing,Technician,Technical Diploma,54,F," R$ 13,112.49 ",2019-02-20
3732,Legal,Director,PhD,23,F," R$ 13,182.26 ",2023-09-29
3733,HR,Analyst,Bachelor,62,F," R$ 8,068.75 ",2021-01-08
3734,Logistics,Technician, ,36,M," R$ 5,479.51 ",2010-06-17
3735,Operations,Coordinator,Bachelor,60,F," R$ 11,683.19 ",2017-07-30
3736,IT,Assistant,High School,28,F," R$ 11,594.95 ",2011-08-15
3737,Legal,Coordinator,Bachelor,41, ," R$ 15,665.06 ",2017-05-31
3738,Legal,Technician,Technical Diploma,34,M," R$ 14,289.46 ",2015-09-29
3739,Logistics,Assistant,High School,53, ," R$ 8,369.76 ",2012-06-20
3740,Logistics,Manager,Master,50, ," R$ 6,923.50 ",2012-04-23
3741,Legal,Assistant,High School,25,F," R$ 13,700.49 ",2018-01-01
3742,IT,Analyst,Bachelor,40,M," R$ 12,992.69 ",20/12/2017
3743,Operations,Technician,Technical Diploma,31,F," R$ 8,383.59 ",2016-10-30
3744,Operations,Technician,Technical Diploma,57,F," R$ 9,359.72 ",2022-09-28
3745,Marketing,Technician,Technical Diploma,33,F," R$ 10,137.28 ",2015-08-18
3746,Logistics,Assistant,High School,43,F," R$ 7,599.21 ",2022-11-19
3747,Finance,Assistant,,48,F," R$ 20,481.02 ",2017-03-24
